tmdb	title	tagline	release	runtime	genres	overview	poster	backdrop	trailers
76726	Chronicle	What are you capable of?	2012-02-01	84	Sci-Fi Drama Thriller 	Three high school students make an incredible discovery.. leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage.. their lives start to spin out of control.. and their darker sides begin to take over.	/kdyrdFIt29FUmLIKvedAc2j4rpo.jpg	/ux0WeM43s4u9lDYCqoBAUy5HNjm.jpg	i-M5Qx57_UU j8detvC7euw 
150689	Cinderella	Midnight is just the beginning.	2015-03-12	105	Romance Fantasy Family Drama 	When her father unexpectedly passes away.. young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope.. Ella's fortunes begin to change after meeting a dashing stranger in the woods.	/iH4C837ZWm8IYqULL3PWyGKVtqY.jpg	/mfPZRZUaHKGQdJYITmOR5Ws6fw7.jpg	_wppM8ycod0 20DF6U1HcGQ sYPXeNzpDJE cVwCxYiKCO0 erecP_j6aKE n44EWI92Tc8 
921	Cinderella Man	One man's extraordinary fight to save the family he loved.	2005-06-02	127	Romance Drama History 	The true story of boxer Jim Braddock who.. in the 1920’s following his retirement.. makes a surprise comeback in order to get him and his family out of a socially poor state.	/wkeOjIcpuqLMW4GnVowlM9VI0JE.jpg	/40PwKtiXIZhHS1NmDko6h8EA391.jpg	DlbHzcH4VJY 
293310	Citizenfour	Witness the event that changed history: The Edward Snowden revelations.	2014-10-24	114	Documentary 	In June 2013.. Laura Poitras and reporter Glenn Greenwald flew to Hong Kong for the first of many meetings with Edward Snowden. She brought her camera with her.	/nOVhX69EAxtSKEEnr5UcSd5UVci.jpg	/2bBotDTDxiRx73waT8kcYHwHj56.jpg	yUj2xIcOUSM vLUy5Qh2x60 PX2uyP9QGjs 
795	City of Angels	She didn't believe in angels until she fell in love with one.	1998-04-10	114	Drama Fantasy Romance 	When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie.. a strong-willed heart surgeon.. he ponders trading in his pure.. otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.	/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg	/daQ5VrAe8HGoE82nbflg5PpgswC.jpg	ofLGLA0QAEA ESy_QZFah2o 
13600	City of Ember	Escape is the only option	2008-10-07	90	Adventure Family Fantasy 	For generations.. the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now.. two teenagers.. in a race against time.. must search Ember for clues that will unlock the ancient mystery of the city's existence.. before the the lights go out forever.	/eCdLMQMVk0SZlsfnDu43AOhbCJL.jpg	/xoVlCHgeLAsE9ZMyfNaYV277fmL.jpg	FOC8PdK9gSA 
598	Cidade de Deus	If you run you're dead... if you stay.. you're dead again. Period.	2002-02-05	127	Drama Crime 	Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place.. the movie describes the life of various characters.. all seen by the point of view of the narrator.. Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him.. he finds out that life can be seen with other eyes...	/4YEX7qUfg6kN2tHm84CMt2CEq9n.jpg	/6NWJLzckS3QR4g1mZacjQHZysVZ.jpg	ioUE_5wpg_E _mDvXaRJcTM 
18823	Clash of the Titans	Titans will clash.	2010-04-01	106	Adventure Fantasy Action 	Born of a god but raised as a man.. Perseus is helpless to save his family from Hades.. vengeful god of the underworld. With nothing to lose.. Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts.. Perseus and his warriors will only survive if Perseus accepts his power as a god.. defies fate and creates his own destiny.	/nzaolaRSo8ZIGjxnX89PEnpROae.jpg	/6cRukOzzqAo2El0wn3F5RDZIoyp.jpg	z7cEL6n24d4 TfyunOnMGqM 
2292	Clerks	Just because they serve you doesn't mean they like you.	1994-09-13	92	Comedy 	Convenience and video store clerks Dante and Randal are sharp-witted.. potty-mouthed and bored out of their minds. So in between needling customers.. the counter jockeys play hockey on the roof.. visit a funeral home and deal with their love lives.	/9IiSgiq4h4siTIS9H3o4nZ3h5L9.jpg	/15VlXtV58KP9wQflD7gFQkttN0.jpg	Mlfn5n-E2WE 
2295	Clerks II	With No Power Comes No Responsibility	2006-07-21	97	Comedy 	A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's.. a fictional Disney-McDonald's-style fast-food empire.	/qyI644vFgnITKgHouRQGvHe7e6i.jpg	/tdVeR7jZXIVxvMZHXJhtbh5ySs3.jpg	JeAgPiCi94o 
9339	Click	What If You Had A Remote... That Controlled Your Universe?	2006-06-22	107	Comedy Drama Fantasy Romance 	A harried workaholic.. Michael Newman doesn't have time for his wife and children.. not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty.. a loopy sales clerk.. he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.	/x7rM5dwQefvpXqHKQs4TrpoRyz3.jpg	/oXOyyivjQv660pMBfPvt06bMYhJ.jpg	APUqyhgtCfk 
83542	Cloud Atlas	Everything is Connected	2012-10-26	127	Drama Sci-Fi 	A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past.. the present and the future. Action.. mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.	/amNMifaMEd0FBOR289OcnRAJjTI.jpg	/2lw4O1QOnJIVYaLrVuQyjtjwOuN.jpg	UmJVFOKaGUY ByehYal_cCs jGwG6mECctU -YTgZcwS418 e3atlU39kHc 7HR6UggWqwE R3r12y0xCpk 
246860	Clouds of Sils Maria	You can't get innocent twice.	2014-08-20	124	Drama 	A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.	/7m3oE6Tjq7t7XxkXL1MckxV9e6d.jpg	/1uWCcN9kGLFWG3UopkDtruelkJQ.jpg	PbVHlm7RcDs rIuuiF4tBQg yCfradImYEk 
22794	Cloudy with a Chance of Meatballs	Prepare to get served.	2009-09-17	90	Animation Comedy Family 	Inventor Flint Lockwood creates a machine that makes clouds rain food.. enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions.. Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?	/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg	/iIvtWOkRgzprh6PRPEdnEcwGyM0.jpg	pUaKcFI4BZY BPH0ct2oXBg 5kQnlBW02tI 5lsG2kp8Ifw guhk1iqq7mQ 
109451	Cloudy with a Chance of Meatballs 2	Something big was leftover.	2013-09-26	95	Animation Family Comedy 	After the disastrous food storm in the first film.. Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company.. which has been tasked to clean the island.. and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles.. hungry tacodiles.. shrimpanzees and apple pie-thons.. he and his friends must return to save the world.	/tT2DN1tWk1zpCxqvaaNY8yP8Awn.jpg	/i9LjD038ZRnEkWFSFidhNKyARIN.jpg	YEZaJkPuq4o 3QCJTbHU60U Er9q68V5FTY GlDdQYDtJXE 
7191	Cloverfield	Some Thing Has Found Us	2008-01-15	85	Action Thriller Sci-Fi 	Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera.. the film is a document of their attempt to survive the most surreal.. horrifying event of their lives.	/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg	/4bFj3pUdFCO6tbOkNTCzAWncJU8.jpg	_afPFLvh2qg 
7214	Coach Carter	It begins on the street. It ends here.	2005-01-14	127	Drama 	Based on a true story.. in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.	/y3HOTTyM5nLsdUzXFtFCohG28qj.jpg	/5d0bjdkgOtg6axoSRRv3oc1H9fW.jpg	nOFhHEepF4s 
354912	Coco	The celebration of a lifetime	2017-10-27	105	Animation Family Comedy Adventure Fantasy 	Despite his family’s baffling generations-old ban on music.. Miguel dreams of becoming an accomplished musician like his idol.. Ernesto de la Cruz. Desperate to prove his talent.. Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way.. he meets charming trickster Hector.. and together.. they set off on an extraordinary journey to unlock the real story behind Miguel's family history.	/eKi8dIrr8voobbaGzDpe8w0PVbC.jpg	/gKZAQ3b9yApxFunUBlS5Mp74QG4.jpg	zNCz4mQzfEI xlnPHQ3TLX8 bvomHFZO0mk 946WZKoMSlU bFqeYK96JXc yOvfedkA_JM Rvr68u6k5sI upT1iqrxNBw di2bCDqa_Ro KbsOT6-LjSs TO_CrQbRdbo n3umjh6xYok O7PUsrGUUh0 dPw0J6Kaj04 yg8116aeD7E _TLXORFumu0 k4vVAbIm3hA 
2289	Cold Mountain	Find the strength. Find the courage. No matter what it takes... find the way home.	2003-12-24	127	Adventure Drama History Romance 	In this classic story of love and devotion set against the backdrop of the American Civil War.. a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South.. aiming to return to his young wife.. Ada.. who he left behind to tend their farm. As Inman makes his perilous journey home.. Ada struggles to keep their home intact with the assistance of Ruby.. a mysterious drifter sent to help her by a kindly neighbor.	/32MsALfK6shuSopCrFjSNoxDc5p.jpg	/8H2OE6o14Agg3pIv2Kk6rZBVXsj.jpg	Rq7ecfLUtZI VuGqy7BZyIo 
1538	Collateral	It started like any other night.	2004-08-04	120	Drama Crime Thriller 	Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.	/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg	/4Q9UK0Dy32jW9uCs6KQS4hPMA0A.jpg	JlcX_GXtf40 
345920	Collateral Beauty	We are all connected	2016-12-06	97	Drama Romance 	Retreating from life after a tragedy.. a man questions the universe by writing to Love.. Time and Death. Receiving unexpected answers.. he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.	/oqtZbYtaUdDt1udekxRHlny5FA2.jpg	/svkdWRdho4tfTXUSEvCTBmD8y60.jpg	dpFyds_pS2E w1tfLWxcEzw 
62835	Colombiana	Revenge is beautiful.	2011-07-27	108	Action Thriller Crime Drama 	Zoe Saldana plays a young woman who.. after witnessing her parents’ murder as a child in Bogota.. grows up to be a stone-cold assassin. She works for her uncle as a hitman by day.. but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.	/jcb23QGqpHTIJcDQrUxiIeGRKcb.jpg	/xjaHoGnq4VJoRohrNk80aZdFP79.jpg	HCxPLlFWdFo 8hGumf6E5TQ 
339967	Colossal	There's a monster in all of us	2016-06-30	109	Drama Fantasy Sci-Fi 	A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.	/4VOyofBd1pexblxtDZYtYIk7NI4.jpg	/aQUsuDDHofPco5YgXxEdObyisCs.jpg	ojLzEjAN5xE LRqCFSrHPWA SqXhcnnWUiU zb0OsoN9JVs kwQWh7onHrk 
345918	Come and Find Me	She wasn't who you thought she was.	2016-11-11	112	Drama Thriller 	When his girlfriend goes missing.. David must track down her whereabouts after he realizes she's not who she was pretending to be.	/iU5HQB70sL5nsa4JJuPplgqsFjk.jpg	/iSEWAFjGP90iLWIvX1q7BAyStem.jpg	hKDSGy_FsBI 
1701	Con Air	They were deadly on the ground; Now they have wings	1997-06-01	116	Action Thriller Crime 	When the government puts all its rotten criminal eggs in one airborne basket.. it's asking for trouble. Before you can say.. "Pass the barf bag.." the crooks control the plane.. led by creepy Cyrus "The Virus" Grissom. Watching his every move is the just-released Cameron Poe.. who'd rather reunite with his family.	/7PCCWBSparK5fquZtg9DMr8JIAm.jpg	/2NjpyW4PCWjtuA0bS4fP3d2aEHl.jpg	Px8U9fx8TXw WXgcE6_xfR0 
321741	Concussion	Even Legends Need a Hero	2015-11-12	123	Drama 	A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu.. the brilliant forensic neuropathologist who made the first discovery of CTE.. a football-related brain trauma.. in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.	/2ocaNUMaZGa6wmVNLyTd9rdramL.jpg	/nGi1USCrY8QMyWXmjnggykAp16U.jpg	Io6hPdC41RM tNCvaa-RogQ oYGt8Cy_nUc F_0g8PIqSQw 
4912	Confessions of a Dangerous Mind	Some things are better left top secret.	2002-12-30	113	Comedy Crime Drama Romance Thriller 	Television made him famous.. but his biggest hits happened off screen. Television producer by day.. CIA assassin by night.. Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.	/1jwCF3a1fP4zJGLLXXe6jkDZhGm.jpg	/vrJlJD4fSFw79uZtGog6SFeNrzQ.jpg	mWyLE7kjGrw 
8834	Conspiracy Theory	What if your most paranoid nightmares had just come true?	1997-08-08	127	Action Drama Mystery Thriller 	A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately.. in order to save himself.. he has to figure out which theory it is.	/wj0n6gci4EMWRhV9ozCKTgESGdB.jpg	/e1gDjdd80rEIxNJGqHA4qFvZmi9.jpg	xM8lwvcKL4s 
561	Constantine	Hell Wants Him.. Heaven Won't Take Him.. Earth Needs Him.	2005-02-08	121	Drama Fantasy Horror 	John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister.. their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.	/1y1n7ZVlNyol4U26yZZAnhcqqfb.jpg	/kSBfycTMYg787Y7qCQIGKrO2eVg.jpg	DEa508Xmmio 
39538	Contagion	Nothing spreads like fear	2011-09-08	106	Drama Thriller Sci-Fi 	As an epidemic of a lethal airborne virus - that kills within days - rapidly grows.. the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.	/qL0IooP0bjXy0KXl9KEyPo22ll0.jpg	/bdmyvEdrmnj7J3RWaKXEOwYggRv.jpg	4sYSyuuLk5g nh2MAnGvZZs 
77866	Contraband	What would you hide to protect your family?	2012-01-12	109	Thriller Action Drama Crime 	When his brother-in-law runs afoul of a drug lord.. family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong.. and Farraday finds himself wanted by cops.. crooks and killers alike.	/a3PyOzZQyJYaVV48pe4Zgd2bDW2.jpg	/3se6YngJYOQ8rpbp7ZeNcnSKmmM.jpg	Rp0b5ZXIUvE 
23742	Cop Out	Rock out with your Glock out	2010-02-26	107	Action Comedy Crime 	Detectives Jimmy and Paul.. despite nine years as partners.. can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding.. Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately.. when the collector's shop is robbed and the card vanishes with the crook.. Paul and Jimmy end up going rogue.. tracking down the card and the drug ring behind its theft.. all on their own time and without any backup—except for each other.	/qA31i7FPVDHezuoevx3497CvZd4.jpg	/zOhAS0w8NbIMmfbe0Yom1xmCsBy.jpg	NAH8qgVY9jE 
49849	Cowboys & Aliens	First Contact. Last Stand.	2011-07-29	119	Action Sci-Fi Thriller Western 	A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde.. he finds himself leading an unlikely posse of cowboys.. outlaws.. and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.	/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg	/hwkhL81vsCSjf3ARs6DGpMIZe8n.jpg	OgBqfw0hINM vdy4eRKrf_8 DUwuscsLiaw 0JlTboo4cPM 
282297	Cowspiracy: The Sustainability Secret	There is one single industry destroying the planet more than any other. But no one wants to talk about it...	2014-07-01	90	Documentary 	Follow the shocking.. yet humorous.. journey of an aspiring environmentalist.. as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability.	/36AWs3v35KNCcbhoEqbwfKoTjpB.jpg	/7KYqBgUtQGInqHVEMRnlyneuCpA.jpg	nV04zyfLyN4 
